Name,Genre,Platform,Release_Season,NA_Sales_Millions,EU_Sales_Millions,Global_Sales_Millions,Developer,Original_Index,User_Score,Rating,Publisher,Steam_App_ID,Price,Year_of_Release
Gravity Falls: Legend of the Gnome Gemulets,Action,3DS,Fall,0.03,0.0,0.04,Ubisoft Osaka,13695,5.8,E,Ubisoft,-1.0,,2015.0
Major League Baseball 2K12,Sports,PC,Spring,0.04,0.0,0.04,Visual Concepts,13697,5.7,E,Take-Two Interactive,-1.0,,2012.0
Metal Gear Solid: Digital Graphic Novel,Misc,PSP,Fall,0.02,0.0,0.04,Kojima Productions,13770,7.2,M,Konami Digital Entertainment,-1.0,,2006.0
Chaos;Head Noah,Adventure,X360,Spring,0.0,0.0,0.04,MAGES. Inc.,14037,,,5pb,-1.0,$12.49,2009.0
Tokyo Xanadu eX+,Role-Playing,PS4,Fall,0.0,0.0,0.03,Nihon Falcom,14387,,,Nihon Falcom Corporation,-1.0,$41.99,2016.0
Prison Architect,Action,PS4,Fall,0.01,0.01,0.03,"Introversion, Double Eleven",14406,8,M,Introversion Software,-1.0,$2.99,2016.0
The Technomancer,Role-Playing,XOne,Summer,0.01,0.01,0.03,Spiders,14872,7.4,M,Focus Home Interactive,-1.0,$1.23,2016.0
Egg Mania: Eggstreme Madness,Puzzle,PS2,Fall,0.02,0.01,0.03,Kemco,14471,tbd,E,Kemco,-1.0,,2002.0
Earthworm Jim 2,Platform,GBA,Fall,0.02,0.01,0.03,Super Empire,14310,5.7,E,Vivendi Games,-1.0,$9.99,2002.0
Disney Sports Soccer,Sports,GBA,Summer,0.02,0.01,0.03,Konami,14778,tbd,E,Konami Digital Entertainment,-1.0,,2002.0
Prison Architect,Adventure,PC,Fall,0.0,0.03,0.03,,14407,,,Focus Home Interactive,233450.0,$2.99,2011.0
LEGO Harry Potter: Years 1-4,Action,PC,Summer,0.02,0.01,0.03,Traveller's Tales,14759,7.9,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.12,2010.0
Jet Grind Radio,Action,GBA,Summer,0.02,0.01,0.03,Vicarious Visions,14852,9.3,E,Sega,-1.0,,2003.0
World of Tanks,Shooter,X360,Summer,0.0,0.03,0.03,Microsoft Game Studios,14687,5.2,,,-1.0,$48.99,
Napoleon Dynamite: The Game,Puzzle,DS,Fall,0.02,0.0,0.03,7 Studios,14973,7.3,E10+,Crave Entertainment,-1.0,,2007.0
The Binding of Isaac,Role-Playing,SAT,Fall,0.0,0.0,0.03,"Edmund McMillen, Florian Himsl",14380,,,Compile,113200.0,$4.99,1998.0
Bladestorm: Nightmare,Action,PS3,Summer,0.0,0.0,0.03,Koei Tecmo Games,14637,7.4,T,Tecmo Koei,-1.0,$59.99,2015.0
Driv3r,Racing,GBA,Summer,0.02,0.01,0.03,Velez & Dubail,14321,5.4,M,Atari,-1.0,,2005.0
Tomb Raider: Anniversary,Action,PC,Summer,0.0,0.03,0.03,Nixxes Software,14158,8.1,T,Eidos Interactive,-1.0,$0.98,2007.0
Disney Sports Soccer,Sports,GC,Summer,0.03,0.01,0.03,KCEO,14333,tbd,E,Konami Digital Entertainment,-1.0,,2002.0
Bully: Scholarship Edition,Action,PC,Fall,0.0,0.02,0.03,"Mad Doc Software, Rockstar Vancouver",14906,7.5,T,Take-Two Interactive,-1.0,$5.24,2008.0
Deus Ex: Mankind Divided,Role-Playing,PC,Summer,0.0,0.03,0.03,"Eidos Montreal, Nixxes Software",14341,6.1,M,Square Enix,-1.0,$3.55,2016.0
Drome Racers,Racing,GBA,Fall,0.02,0.01,0.03,Mobius Entertainment,14955,tbd,E,THQ,-1.0,,2003.0
Super Monkey Ball Adventure,Platform,PS2,Summer,0.01,0.01,0.03,TT Games,14889,6.7,E,Sega,-1.0,,2006.0
Hyperdimension Neptunia Re;Birth 2,Action,PSV,Summer,0.02,0.01,0.03,"Idea Factory, Compile Heart, Felistella",14434,,,Idea Factory International,-1.0,$4.95,2014.0
The Sims 2: Glamour Life Stuff,Simulation,PC,Fall,0.0,0.03,0.03,Maxis,14351,6.7,T,Electronic Arts,-1.0,,2006.0
PowerSlave,Shooter,PS,Fall,0.02,0.01,0.03,"Nightdive Studios, Lobotomy Software",14297,,,BMG Interactive Entertainment,-1.0,$4.99,1996.0
Braid,Action,3DS,Spring,0.0,0.0,0.03,Number None,14717,,,Rocket Company,26800.0,$9.95,2015.0
Crazy Machines,Puzzle,DS,Fall,0.0,0.03,0.03,Fakt Software,14484,,,DTP Entertainment,-1.0,$8.99,2008.0
Air Conflicts: Secret Wars,Simulation,PC,Summer,0.0,0.02,0.03,Games Farm,14923,6.4,T,bitComposer Games,-1.0,$4.79,2011.0
Pro Evolution Soccer 2012,Action,3DS,Fall,0.02,0.0,0.03,Unusualsoft,14794,,,Konami Digital Entertainment,-1.0,,2011.0
Rayman 3: Hoodlum Havoc,Platform,PC,Winter,0.0,0.03,0.03,Ubisoft,14539,8.3,E,Ubisoft,-1.0,$1.49,2003.0
The Flintstones: Big Trouble in Bedrock,Platform,GBA,Winter,0.02,0.01,0.03,,14366,,,Swing! Entertainment,-1.0,,2001.0
Trine 2,Platform,WiiU,Winter,0.0,0.03,0.03,Frozenbyte,14318,,,Atlus,-1.0,$9.99,2012.0
Planescape: Torment,Role-Playing,PC,Winter,0.01,0.02,0.03,Black Isle Studios,14214,9.2,T,Interplay,-1.0,$9.99,1998.0
Sabre Wulf,Platform,GBA,Winter,0.02,0.01,0.03,Rare Ltd.,14212,8,E,THQ,-1.0,,
Madden NFL 07,Sports,GBA,Summer,0.02,0.01,0.03,Exient Entertainment,14891,9.3,E,Electronic Arts,-1.0,,2006.0
La Pucelle: Ragnarok,Role-Playing,PSP,Winter,0.0,0.0,0.03,"Nippon Ichi Software, Inc., Engine Software BV",14820,,,Nippon Ichi Software,-1.0,$11.99,2009.0
Guilty Gear XX Accent Core Plus,Fighting,Wii,Spring,0.01,0.02,0.03,Arc System Works,14494,7.3,T,PQube,-1.0,$3.19,2009.0
Syberia II,Adventure,XB,Spring,0.02,0.01,0.03,Microids,14714,8.7,T,Ubisoft,-1.0,$2.59,2004.0
Terraria,Action,WiiU,Spring,0.0,0.03,0.03,"Engine Software, Re-Logic",14573,6.9,T,505 Games,-1.0,$9.18,2016.0
The Night of the Rabbit,Adventure,PC,Spring,0.0,0.03,0.03,Daedalic Entertainment,14171,7.5,,Daedalic Entertainment,-1.0,$1.99,2013.0
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,XOne,Winter,0.02,0.0,0.03,Gearbox Software,14984,tbd,M,Gearbox Software,-1.0,$14.99,2016.0
Batman Forever: The Arcade Game,Action,PS,Spring,0.02,0.01,0.03,Bad Guitar Studio,14237,,,Acclaim Entertainment,-1.0,,1996.0
Hitman: Blood Money,Action,PC,Spring,0.0,0.03,0.03,Io Interactive,14206,8.8,M,Eidos Interactive,-1.0,$0.92,2006.0
Magicka,Misc,PC,Winter,0.0,0.02,0.03,Arrowhead Game Studios,14859,,,Namco Bandai Games,42910.0,$8.39,2010.0
The Talos Principle,Fighting,GBA,Winter,0.0,0.0,0.03,Croteam,14711,,,ESP,257510.0,$4.48,2002.0
Prince of Persia: The Forgotten Sands,Action,PC,Spring,0.0,0.03,0.03,Ubisoft Montreal,14348,6.6,T,Ubisoft,-1.0,$2.00,2010.0
Baldur's Gate: Dark Alliance,Role-Playing,GBA,Winter,0.02,0.01,0.03,Magic Pockets,14860,6.5,T,"Destination Software, Inc",-1.0,$29.99,2004.0
Prince of Persia (2008),Action,PC,Winter,0.0,0.02,0.03,Ubisoft Montreal,14854,,,Ubisoft,-1.0,,2008.0
Steins;Gate 0,Adventure,PS3,Winter,0.0,0.0,0.03,MAGES. Inc.,14843,,,5pb,-1.0,$29.99,2015.0
Infinite Stratos 2: Ignition Hearts,Adventure,PS3,Winter,0.0,0.0,0.03,Bird Bath Games,14841,,,5pb,-1.0,,2014.0
ParaParaParadise,Misc,PS2,Winter,0.0,0.0,0.03,,14823,,,Konami Digital Entertainment,-1.0,,2001.0
James Pond: Codename Robocod,Platform,GBA,Winter,0.02,0.01,0.03,,14275,,,Play It,-1.0,,2005.0
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,PS4,Winter,0.03,0.0,0.03,Gearbox Software,14209,6.9,M,Gearbox Software,-1.0,$14.99,2016.0
Max & the Magic Marker,Platform,Wii,Winter,0.0,0.03,0.03,,14506,,,Unknown,-1.0,$1.65,2011.0
World Sports Competition,Sports,PS3,Winter,0.02,0.0,0.03,"iRacing.com Motorsport Simulations, iRacing",14498,,,Hudson Soft,-1.0,,2009.0
Max Payne 2: The Fall of Max Payne,Shooter,PC,Fall,0.0,0.02,0.03,Remedy Entertainment,14857,9,M,Take-Two Interactive,-1.0,$2.49,2003.0
Drome Racers,Racing,GC,Fall,0.02,0.01,0.03,Attention To Detail,14669,6.6,E,Electronic Arts,-1.0,,2003.0
Homeworld 2,Strategy,PC,Fall,0.0,0.03,0.03,Relic,14537,8.3,T,Vivendi Games,-1.0,$7.99,2003.0
Combat Elite: WWII Paratroopers,Shooter,XB,Fall,0.02,0.01,0.03,BattleBorne,14548,tbd,T,Unknown,-1.0,,
Lethal Enforcers I & II,Shooter,PS,Fall,0.02,0.01,0.03,Alice Halley,14549,,,Konami Digital Entertainment,-1.0,,1996.0
GTR Evolution,Racing,PC,Fall,0.0,0.02,0.03,SimBin,14647,8.2,E,Atari,-1.0,$6.99,2008.0
The Wolf Among Us,Adventure,X360,Fall,0.01,0.02,0.03,,14654,7.7,,Telltale Games,-1.0,$5.72,2011.0
Infinite Stratos 2: Ignition Hearts,Adventure,PSV,Winter,0.0,0.0,0.03,Bird Bath Games,14464,,,5pb,-1.0,,2014.0
The Legend of Heroes III: Song of the Ocean,Role-Playing,PSP,Winter,0.03,0.0,0.03,Microvision,14436,6.1,E10+,Namco Bandai Games,-1.0,,2006.0
Star Wars Jedi Knight: Jedi Academy,Shooter,PC,Fall,0.0,0.03,0.03,Raven Software,14221,8.6,T,Activision,-1.0,$8.46,2003.0
Downstream Panic!,Action,PSP,Winter,0.03,0.0,0.03,,14577,,,Atari,-1.0,,2008.0
Resident Evil 4,Action,PC,Winter,0.0,0.02,0.03,Capcom,14658,7.4,M,Ubisoft,-1.0,$18.99,2007.0
Zero Escape: Virtue's Last Reward,Adventure,3DS,Winter,0.03,0.0,0.03,ChunSoft,14474,8.8,M,Rising Star Games,-1.0,,2012.0
R-Type III: The Third Lightning,Shooter,GBA,Winter,0.02,0.01,0.03,Raylight Studios,14603,tbd,E,Zoo Digital Publishing,-1.0,,2004.0
Muv-Luv Alternative: Total Eclipse,Simulation,PS3,Winter,0.0,0.0,0.03,"aNCHOR Inc., fuzz, Inc.",14602,,,5pb,-1.0,$39.99,2013.0
Quantum Break,Action,PC,Spring,0.0,0.01,0.02,Remedy Entertainment,16027,4.3,M,Microsoft Game Studios,-1.0,$12.99,2016.0
Steins;Gate: Hiyoku Renri no Darling,Adventure,PS3,Summer,0.0,0.0,0.02,,15545,,,5pb,-1.0,,2012.0
The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,PSV,Summer,0.0,0.0,0.02,Nihon Falcom,14994,,,Nihon Falcom Corporation,-1.0,,2016.0
Chaos;Head Noah,Adventure,PSP,Spring,0.0,0.0,0.02,MAGES. Inc.,15205,,,5pb,-1.0,$12.49,2010.0
Prince of Stride,Adventure,PSV,Summer,0.0,0.0,0.02,"Forgotten Empires, Tantalus Media, Wicked Witch, World's Edge",15728,,,Kadokawa Games,-1.0,,2015.0
Psycho-Pass: Mandatory Happiness,Adventure,PSV,Spring,0.0,0.01,0.02,5pb,15200,7.3,T,Nippon Ichi Software,-1.0,$4.00,2016.0
V-Rally 3,Racing,XB,Summer,0.01,0.0,0.02,Eden Studios,15961,tbd,E,Atari,-1.0,,2003.0
DuckTales: Remastered,Action,PC,Summer,0.0,0.01,0.02,WayForward,16064,7.6,E,Capcom,-1.0,$3.15,2013.0
Blood Bowl: Legendary Edition,Sports,PC,Summer,0.0,0.01,0.02,Cyanide,15743,6.4,T,Focus Home Interactive,-1.0,$8.99,2010.0
Pillars of Eternity,Sports,PS2,Spring,0.01,0.01,0.02,Obsidian Entertainment,15677,,,Unknown,291650.0,$29.99,
Mount & Blade: Warband,Strategy,GBA,Spring,0.01,0.01,0.02,Titus Software,15576,tbd,E,Titus,48700.0,$0.79,2002.0
Tomb Raider: Legend,Action,PC,Spring,0.0,0.01,0.02,Nixxes Software,15781,7.9,T,Eidos Interactive,-1.0,$0.97,2006.0
IHRA Drag Racing: Sportsman Edition,Racing,XB,Summer,0.01,0.0,0.02,Bethesda Softworks,16055,tbd,E10+,Bethesda Softworks,-1.0,,2006.0
Eureka Seven Vol. 2: The New Vision,Shooter,PS2,Spring,0.0,0.0,0.02,Namco Bandai Games America,15261,7,T,Namco Bandai Games,-1.0,,2006.0
Pac-Man World Rally,Racing,PS2,Summer,0.01,0.01,0.02,Smart Bomb Interactive,15230,7.4,E,Namco Bandai Games,-1.0,,2006.0
Bejeweled Blitz,Puzzle,PC,Spring,0.0,0.01,0.02,PopCap,15768,tbd,E,Mastertronic,-1.0,,2010.0
Triggerheart Exelica,Shooter,DC,Spring,0.0,0.0,0.02,Cosmo Machia,15999,,,Warashi,-1.0,$29.99,2007.0
Syberia II,Adventure,PC,Spring,0.0,0.01,0.02,Microids,15976,8.3,T,MC2 Entertainment,-1.0,$2.59,2004.0
Tokyo Mew Mew,Role-Playing,PS,Summer,0.0,0.0,0.02,,15218,,,Takara,-1.0,,2002.0
Ikki Tousen: Eloquent Fist,Fighting,PSP,Summer,0.0,0.0,0.02,,15047,,,Marvelous Interactive,-1.0,,2008.0
LEGO Star Wars: The Video Game,Action,PC,Spring,0.0,0.01,0.02,,15906,,,Eidos Interactive,-1.0,,2005.0
Worms World Party,Strategy,PC,Spring,0.0,0.01,0.02,Team 17,15941,7.6,E,Virgin Interactive,-1.0,$14.99,2001.0
The Legend of Heroes: Trails in the Sky Second Chapter,Role-Playing,PS3,Spring,0.0,0.0,0.02,Nihon Falcom,15499,,,Falcom Corporation,-1.0,,2013.0
Puzzle Quest: Challenge of the Warlords,Puzzle,PSP,Spring,0.01,0.0,0.02,"Vicious Cycle, Infinite Interactive",15709,8,E10+,D3Publisher,-1.0,$9.99,2007.0
Space Channel 5: Ulala's Cosmic Attack,Misc,GBA,Winter,0.01,0.0,0.02,Art,15753,8,E,Atari,-1.0,,2002.0
Quake 4,Shooter,PC,Fall,0.0,0.02,0.02,Raven Software,15356,7.6,M,Activision,-1.0,$4.94,2005.0
The Lord of the Rings Online: Mines of Moria,Role-Playing,PC,Fall,0.0,0.02,0.02,Turbine Inc.,15455,8.2,T,Codemasters Online,-1.0,,2008.0
The Sims 2: Happy Holiday Stuff,Simulation,PC,Fall,0.01,0.01,0.02,Maxis,15520,tbd,T,Electronic Arts,-1.0,,2006.0
XGRA: Extreme G Racing Association,Racing,XB,Fall,0.02,0.0,0.02,Acclaim Studios Cheltenham,15487,6.8,T,Acclaim Entertainment,-1.0,,2003.0
Cities XL 2011,Simulation,PC,Fall,0.0,0.02,0.02,Monte Cristo Multimedia,15160,5.7,E,Focus Home Interactive,-1.0,,2010.0
Tengen Toppa Gurren-Lagann,Action,DS,Fall,0.0,0.0,0.02,,15339,,,Konami Digital Entertainment,-1.0,,2007.0
Mount & Blade,Role-Playing,PC,Fall,0.0,0.02,0.02,TaleWorlds Entertainment,15311,,,Paradox Interactive,-1.0,$14.99,2008.0
Left 4 Dead,Shooter,PC,Fall,0.0,0.02,0.02,Valve Software,15293,9.2,M,Electronic Arts,-1.0,$9.99,2008.0
Geon Cube,Puzzle,Wii,Fall,0.02,0.0,0.02,Strawdog Studios,15292,tbd,E,P2 Games,-1.0,,2009.0
This War of Mine,Puzzle,DS,Fall,0.02,0.0,0.02,Crave,15793,tbd,E,Crave Entertainment,282070.0,$2.40,2010.0
Kill.Switch,Shooter,GBA,Fall,0.02,0.01,0.02,Visual Impact,15362,tbd,T,Zoo Digital Publishing,-1.0,,2004.0
Crazy Machines,Puzzle,Wii,Fall,0.01,0.01,0.02,FAKT Software,15192,tbd,E,DTP Entertainment,-1.0,$8.99,2010.0
XGRA: Extreme G Racing Association,Racing,GC,Fall,0.02,0.0,0.02,Acclaim Studios Cheltenham,15357,7,T,Acclaim Entertainment,-1.0,,2003.0
Pirates of the Burning Sea,Role-Playing,PC,Winter,0.0,0.01,0.02,Flying Lab Software,15871,7.6,T,Koch Media,-1.0,,2008.0
Dungeon Defenders,Misc,DS,Fall,0.0,0.0,0.02,Chromatic Games,15325,,,Square Enix,65800.0,$14.99,2008.0
Bejeweled 2 Deluxe,Puzzle,PC,Fall,0.0,0.02,0.02,PopCap,15225,tbd,E,Focus Home Interactive,-1.0,$0.99,2006.0
This War of Mine,Action,PS4,Fall,0.0,0.01,0.02,11 bit studios,15792,,,Deep Silver,-1.0,$2.40,2016.0
WTA Tour Tennis,Sports,GBA,Fall,0.01,0.0,0.02,Now Production,15890,tbd,E,Konami Digital Entertainment,-1.0,,2002.0
Enemy Territory: Quake Wars,Shooter,PC,Fall,0.01,0.0,0.02,Splash Damage,16008,8.3,T,Activision,-1.0,,2007.0
The Sims 2: Family Fun Stuff,Simulation,PC,Fall,0.0,0.01,0.02,Maxis,15588,4.1,T,Electronic Arts,-1.0,,2006.0
Commandos 3: Destination Berlin,Strategy,PC,Fall,0.0,0.02,0.02,Pyro Studios,15702,7.6,T,Eidos Interactive,-1.0,$2.50,2003.0
Resident Evil Zero,Action,PC,Fall,0.01,0.01,0.02,,15373,,,Capcom,-1.0,,2016.0
World Series of Poker 2008: Battle for the Bracelets,Misc,PSP,Fall,0.02,0.0,0.02,Left Field Productions,15171,6.5,T,Activision,-1.0,,2007.0
Golden Nugget Casino DS,Misc,DS,Winter,0.02,0.0,0.02,Skyworks Technologies,15788,tbd,T,Majesco Entertainment,-1.0,,2005.0
Strike Witches: Shirogane no Tsubasa,Strategy,X360,Winter,0.0,0.0,0.02,,15859,,,CyberFront,-1.0,,2010.0
Uta Kumi 575,Misc,PSV,Winter,0.0,0.0,0.02,,15235,,,Sega,-1.0,,2014.0
Oil Rush,Strategy,PC,Winter,0.0,0.02,0.02,"Unigine Corp, Russia",15486,6.5,,Iceberg Interactive,-1.0,,2012.0
Brain Dead 13,Adventure,PS,Winter,0.01,0.01,0.02,Kraftverk Softworks,15391,,,Coconuts Japan,-1.0,,1996.0
Dino Dini's Kick Off Revival,Sports,PS4,Winter,0.0,0.02,0.02,"The Digital Lounge, Dino Dini",15229,4.5,,Avanquest,-1.0,$8.49,2016.0
Star Trek Online,Action,PSP,Winter,0.0,0.0,0.02,Cryptic Studios,15173,,,Konami Digital Entertainment,9900.0,,2010.0
The Settlers IV,Strategy,PC,Winter,0.0,0.02,0.02,Handelabra Games Inc.,15322,,,Blue Byte,-1.0,$2.49,2001.0
Tale of a Hero,Adventure,PC,Winter,0.0,0.02,0.02,SeithCG,15309,,,Daedalic,-1.0,,2010.0
Strike Witches: Shirogane no Tsubasa,Strategy,PSP,Winter,0.0,0.0,0.02,,15135,,,Kadokawa Shoten,-1.0,,2012.0
Ceville,Action,PC,Winter,0.0,0.02,0.02,Boxed Dream,15202,8.2,E,Kalypso Media,-1.0,$1.01,2009.0
Samurai Shodown V,Fighting,XB,Winter,0.02,0.0,0.02,SNK,15207,tbd,T,Ignition Entertainment,-1.0,$1.49,2006.0
RollerCoaster Tycoon World,Simulation,PC,Fall,0.0,0.02,0.02,Nvizzio Creations,15485,2.4,E,Atari,-1.0,$4.49,2016.0
Mushihimesama,Action,X360,Fall,0.0,0.0,0.02,"CAVE Interactive CO.,LTD.",15597,,,Cave,-1.0,$16.99,2012.0
Plants vs. Zombies: Garden Warfare,Shooter,PC,Winter,0.0,0.02,0.02,PopCap,15258,7.8,E10+,Electronic Arts,-1.0,$5.99,2014.0
Chaos;Child,Adventure,PS4,Winter,0.0,0.0,0.01,MAGES. Inc.,16402,,,5pb,-1.0,$12.49,2015.0
Chameleon: To Dye For!,Puzzle,DS,Winter,0.01,0.0,0.01,Aipo Digital,16084,,,505 Games,-1.0,,2006.0
Metal Gear Solid V: Ground Zeroes,Action,PC,Spring,0.0,0.01,0.01,Kojima Productions,16696,7.6,M,Konami Digital Entertainment,-1.0,$13.99,2014.0
Eve: Burst Error R,Action,PSV,Winter,0.0,0.0,0.01,Creative Virtual Magic,16648,,,Red Flagship,-1.0,,2016.0
Super Bubble Pop,Puzzle,XB,Winter,0.01,0.0,0.01,Runecraft,16474,tbd,E,Jaleco,-1.0,,2002.0
Gobliiins 4,Adventure,PC,Winter,0.0,0.01,0.01,Societe Pollene,16475,,,Kalypso Media,-1.0,,2009.0
Chaos;Child,Adventure,PS3,Winter,0.0,0.0,0.01,MAGES. Inc.,16479,,,5pb,-1.0,$12.49,2015.0
Myself; Yourself,Adventure,PS2,Winter,0.0,0.0,0.01,Little Bat Games,16372,,,Yeti,-1.0,,2007.0
Infinite Stratos 2: Love and Purge,Action,PSV,Winter,0.0,0.0,0.01,"唐宗尧 Tang ZongYao, 唐实 Tang Shi",16173,,,5pb,-1.0,,2015.0
Fate/kaleid liner Prisma Illya,Action,3DS,Summer,0.0,0.0,0.01,,16463,,,Kadokawa Games,-1.0,,2014.0
Muv-Luv Alternative,Simulation,PS3,Winter,0.0,0.0,0.01,aNCHOR Inc.,16585,,,5pb,-1.0,$39.99,2012.0
FlatOut: Ultimate Carnage,Racing,PC,Summer,0.0,0.01,0.01,Bugbear,16421,7.7,T,Empire Interactive,-1.0,$16.49,2008.0
Duel Masters: Shadow of the Code,Misc,GBA,Spring,0.01,0.0,0.01,Mistic Software,16408,tbd,E,Atari,-1.0,,2004.0
Blazer Drive,Role-Playing,DS,Winter,0.0,0.0,0.01,,16639,,,Sega,-1.0,,2008.0
Act of Aggression,Strategy,PC,Fall,0.0,0.01,0.01,Eugen Systems,16457,7.1,,Focus Home Interactive,-1.0,$25.49,2015.0
Grand Theft Auto III,Action,PC,Fall,0.0,0.01,0.01,"DMA Design, Rockstar North",16193,8.4,M,Take-Two Interactive,-1.0,$23.99,2002.0
Myst,Adventure,PSP,Fall,0.0,0.01,0.01,Hoplite Research,16477,4.8,E,Midway Games,-1.0,$29.99,2006.0
Brothers Conflict: Precious Baby,Action,PSV,Spring,0.0,0.0,0.01,,16385,,,Idea Factory,-1.0,,2017.0
Sonic & All-Stars Racing Transformed,Racing,PC,Fall,0.0,0.01,0.01,Sonic Team,16394,,,Sega,-1.0,$10.49,2013.0
Dance with Devils,Action,PSV,Spring,0.0,0.0,0.01,,16339,,,,-1.0,,2016.0
Prison Architect,Action,XOne,Fall,0.01,0.0,0.01,"Introversion, Double Eleven",16664,6.7,,Introversion Software,-1.0,$2.99,2016.0
Goat Simulator,Simulation,XOne,Spring,0.0,0.01,0.01,Coffee Stain Studios,16396,6.3,T,Koch Media,-1.0,$1.50,2016.0
Far East of Eden II: Manji Maru,Role-Playing,DS,Spring,0.0,0.0,0.01,,16318,,,Hudson Soft,-1.0,,2006.0
Dungeons 2,Adventure,PSP,Spring,0.0,0.0,0.01,Realmforge Studios,16531,,,Russel,262280.0,$4.99,2010.0
Goat Simulator,Adventure,PSP,Spring,0.0,0.0,0.01,Coffee Stain Studios,16397,,,Idea Factory,265930.0,$1.50,2011.0
Luxor: Pharaoh's Challenge,Puzzle,DS,Fall,0.0,0.01,0.01,"Mac Play, MacPlay",16572,tbd,E,Funsta,-1.0,,2007.0
Metal Gear Solid V: The Definitive Experience,Action,XOne,Fall,0.01,0.0,0.01,Kojima Productions,16676,tbd,M,Konami Digital Entertainment,-1.0,$20.49,2016.0
Chaos;Head Noah,Adventure,PSV,Spring,0.0,0.0,0.01,MAGES. Inc.,16374,,,5pb,-1.0,$12.49,2014.0
Hitman (2016),Action,XOne,Spring,0.0,0.01,0.01,,16594,,,Square Enix,-1.0,,2016.0
John Daly's ProStroke Golf,Sports,X360,Fall,0.01,0.0,0.01,Gusto Games,16478,,E,O-Games,-1.0,,2010.0
WTA Tour Tennis,Sports,XB,Fall,0.01,0.0,0.01,Konami,16240,tbd,E,Konami Digital Entertainment,-1.0,,2002.0
Pro Evolution Soccer 2010,Sports,PC,Fall,0.0,0.01,0.01,Konami,16532,6.9,E,Konami Digital Entertainment,-1.0,,2009.0
Egg Mania: Eggstreme Madness,Puzzle,GC,Fall,0.01,0.0,0.01,Kemco,16569,8,E,Kemco,-1.0,,2002.0
