Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,Original_Index,Release_Season
Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.07,0.05,0.38,83.0,Atlus Co.,4963,Winter
San Francisco Rush: Extreme Racing,PS,1997.0,Racing,GT Interactive,0.21,0.15,0.38,,,4965,Winter
ESPN College Hoops 2K5,XB,2004.0,Sports,Sega,0.29,0.08,0.38,11.0,Visual Concepts,4968,Fall
Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.33,0.02,0.38,49.0,Raven Software,4972,Fall
Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,0.3,0.08,0.38,21.0,Acclaim,4978,Fall
FIFA 14,Wii,2013.0,Sports,Electronic Arts,0.0,0.36,0.38,19.0,EA Canada,4985,Fall
Rock Band 4,PS4,2015.0,Misc,Harmonix Music Systems,0.26,0.05,0.38,87.0,Harmonix Music Systems,4988,Fall
Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,Electronic Arts,0.3,0.08,0.38,24.0,"EA Canada, Nihilistic",4991,Fall
Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.17,0.38,98.0,MachineGames,4995,Spring
Battlefield 1,PC,2016.0,Shooter,Electronic Arts,0.11,0.24,0.38,1137.0,EA DICE,5000,Fall
Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.38,167.0,Kojima Productions,5002,Fall
NCAA Football 11,PS2,2010.0,Sports,Electronic Arts,0.19,0.15,0.38,,EA Tiburon,5004,Summer
Deus Ex: Mankind Divided,PS4,2016.0,Role-Playing,Square Enix,0.11,0.21,0.38,511.0,Eidos Montreal,5008,Summer
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.17,0.07,0.38,127.0,Capcom,5019,Summer
Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.16,0.38,4.0,Lightning Fish Games,5029,Fall
The Dog Island,Wii,2007.0,Adventure,Ubisoft,0.34,0.01,0.38,12.0,Yuke's,5038,Spring
Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.33,0.38,519.0,Ensemble Studios,5048,Fall
Resident Evil Zero,PS4,2016.0,Action,Capcom,0.1,0.17,0.37,,,5066,Fall
Persona 5,PS4,2016.0,Role-Playing,Atlus,0.0,0.0,0.37,,Atlus,5074,Fall
Major League Baseball 2K6,X360,2006.0,Sports,Spike,0.34,0.0,0.37,37.0,Kush Games,5079,Spring
Petz: Catz 2,PS2,2006.0,Simulation,Ubisoft,0.18,0.14,0.37,,Ubisoft,5084,Winter
Quake 4,X360,2005.0,Shooter,Activision,0.32,0.02,0.37,80.0,Raven Software,5103,Fall
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.37,14.0,Ubisoft Quebec,5113,Spring
BioShock The Collection,PS4,2016.0,Shooter,Take-Two Interactive,0.1,0.19,0.37,210.0,2K Games,5114,Fall
Pac-Man World 2,GC,2002.0,Action,Nintendo,0.28,0.07,0.37,19.0,Namco,5117,Winter
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.07,0.37,84.0,Crystal Dynamics,5119,Spring
Rocket League,PS4,2016.0,Sports,505 Games,0.03,0.28,0.37,1290.0,Psyonix,5120,Summer
FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,0.17,0.13,0.37,42.0,EA Canada,5134,Winter
Shin Megami Tensei II,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.37,,,5139,Spring
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.37,14.0,Vicarious Visions,5152,Fall
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.37,15.0,EA Redwood Shores,5153,Fall
Batman: Arkham City,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0.36,,,5155,Fall
NBA Live 2003,XB,,Sports,Electronic Arts,0.31,0.04,0.36,6.0,EA Canada,5156,Fall
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.36,2530.0,Valve Software,5170,Fall
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,0.31,0.0,0.36,,,5172,Winter
LEGO Racers,PS,1999.0,Racing,LEGO Media,0.2,0.14,0.36,,,5214,Summer
Arctic Thunder,PS2,2001.0,Racing,Midway Games,0.17,0.14,0.36,10.0,Inland Productions,5238,Winter
Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,0.04,0.02,0.35,52.0,Sandlot,5256,Summer
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.35,1671.0,Monolith Productions,5257,Fall
Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,0.26,0.08,0.35,22.0,FUN Labs,5271,Fall
Mega Man X3,SNES,1995.0,Action,Laguna,0.04,0.01,0.35,,,5279,Winter
Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.35,216.0,Ubisoft Quebec,5286,Fall
Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,0.04,0.04,0.35,136.0,Omega Force,5291,Summer
Metro: Last Light,X360,2013.0,Action,Deep Silver,0.17,0.15,0.35,440.0,4A Games,5292,Spring
Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,0.33,0.35,97.0,Sega,5295,Fall
Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.27,0.07,0.35,14.0,EA Canada,5298,Fall
College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.17,0.13,0.35,,Visual Concepts,5308,Fall
Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.09,0.07,0.35,34.0,Arc System Works,5312,Spring
Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.32,0.0,0.35,26.0,Destination Software,5313,Winter
Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,0.17,0.13,0.35,9.0,"Red Storm Entertainment, Ubisoft Montreal",5314,Fall
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.35,14.0,"Z-Axis, Ltd.",5330,Fall
Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.35,,,5332,Summer
Rugrats: Royal Ransom,PS2,2002.0,Platform,THQ,0.17,0.13,0.35,,Avalanche Software,5333,Fall
Tomb Raider (2013),PC,,Action,Square Enix,0.06,0.25,0.35,3552.0,"Crystal Dynamics, Nixxes Software",5336,Spring
SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.24,0.07,0.34,5.0,Impulse Games,5353,Winter
Alien's Return,2600,1982.0,Action,ITT Family Games,0.32,0.02,0.34,,,5375,Winter
Bank Heist,2600,1982.0,Action,20th Century Fox Video Games,0.32,0.02,0.34,,,5394,Winter
Disney Infinity 3.0,XOne,2015.0,Action,Disney Interactive Studios,0.2,0.11,0.34,,,5403,Summer
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.0,0.34,32.0,1st Playable Productions,5422,Spring
Bejeweled 3,DS,,Puzzle,Unknown,0.29,0.02,0.33,,PopCap,5443,Winter
The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.33,8.0,Maxis,5457,Fall
The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.33,51.0,SNK Playmore,5464,Summer
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.33,46.0,TT Games,5470,Summer
Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.27,0.01,0.33,27.0,Capcom,5481,Summer
Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.33,42.0,Nippon Ichi Software,5497,Winter
Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.33,74.0,Nippon Ichi Software,5504,Winter
Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.12,0.13,0.33,96.0,Tri-Ace,5506,Winter
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.09,0.05,0.33,235.0,Spike Chunsoft,5525,Fall
Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.33,111.0,Creative Assembly,5528,Fall
Frogger II: Threeedeep!,2600,1983.0,Action,Parker Bros.,0.31,0.02,0.33,,,5533,Winter
NBA Live 06,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.33,,EA Canada,5535,Fall
Major League Baseball 2K6,XB,2006.0,Sports,Take-Two Interactive,0.24,0.07,0.33,12.0,Kush Games,5542,Spring
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004.0,Misc,Play It,0.16,0.12,0.33,,,5544,Winter
Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.25,0.05,0.32,16.0,n-Space,5577,Fall
Harvest Moon: Back to Nature,PS,1999.0,Simulation,Ubisoft,0.11,0.07,0.32,78.0,Victor Interactive Software,5585,Winter
Final Fantasy XI,PS2,,Role-Playing,Unknown,0.08,0.06,0.32,66.0,Square Enix,5588,Spring
Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,0.28,0.32,1736.0,Rocksteady Studios,5594,Summer
Rayman 2: The Great Escape,PS,2000.0,Platform,Ubisoft,0.18,0.12,0.32,,,5606,Fall
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.13,0.16,0.32,535.0,Blizzard Entertainment,5609,Summer
Street Fighter Alpha 2,SAT,1995.0,Fighting,Virgin Interactive,0.0,0.0,0.32,,,5629,Spring
Riven: The Sequel to Myst,PS,1997.0,Adventure,Acclaim Entertainment,0.18,0.12,0.32,,,5645,Fall
Madden NFL 2002,GBA,2001.0,Sports,Electronic Arts,0.23,0.08,0.32,,BudCat,5660,Summer
Marvel Nemesis: Rise of the Imperfects,PSP,2005.0,Fighting,Electronic Arts,0.29,0.0,0.32,30.0,EA Canada,5666,Fall
Rise of the Tomb Raider,X360,2015.0,Adventure,Square Enix,0.18,0.11,0.32,178.0,Nixxes Software,5672,Fall
Shenmue II,XB,2002.0,Adventure,Microsoft Game Studios,0.22,0.08,0.32,96.0,Sega AM2,5687,Fall
Virtua Striker 2,DC,1999.0,Sports,Sega,0.0,0.0,0.32,,,5693,Summer
Madden NFL 2004,GBA,2003.0,Sports,Electronic Arts,0.22,0.08,0.31,5.0,BudCat,5708,Summer
Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive,0.27,0.02,0.31,14.0,Backbone Entertainment,5717,Fall
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996.0,Adventure,Infogrames,0.17,0.12,0.31,,,5723,Winter
Metro: Last Light,XOne,2014.0,Action,Deep Silver,0.15,0.13,0.31,,,5736,Spring
Star Wars Jedi Knight II: Jedi Outcast,XB,,Shooter,Activision,0.23,0.07,0.31,15.0,Vicarious Visions,5769,Spring
Final Fantasy IV,PS,1997.0,Simulation,SquareSoft,0.0,0.0,0.31,,,5785,Summer
Pro Evolution Soccer 2013,X360,2012.0,Sports,Konami Digital Entertainment,0.08,0.2,0.31,77.0,Konami,5793,Fall
DmC: Devil May Cry,PS4,2015.0,Action,Capcom,0.12,0.13,0.31,,,5816,Winter
NBA Live 08,PSP,2007.0,Sports,Electronic Arts,0.28,0.0,0.31,5.0,EA Canada,5821,Fall
Shrek Swamp Kart Speedway,GBA,2002.0,Racing,TDK Mediactive,0.22,0.08,0.3,19.0,Prolific,5825,Spring
Virtua Cop 2,SAT,1996.0,Shooter,Sega,0.0,0.0,0.3,,,5828,Fall
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.21,0.07,0.3,51.0,CyberConnect2,5849,Winter
The King of Fighters XIII,PS3,2011.0,Fighting,Rising Star Games,0.17,0.06,0.3,76.0,SNK Playmore,5860,Summer
Lego Batman 3: Beyond Gotham,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0.3,12.0,TT Games,5863,Fall
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.3,26.0,Ubisoft,5865,Spring
Quake II,N64,1999.0,Shooter,Activision,0.24,0.06,0.3,,,5875,Winter
Final Fantasy XI: Wings of the Goddess,X360,2007.0,Role-Playing,Square Enix,0.26,0.0,0.3,5.0,Square Enix,5879,Spring
Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.15,0.11,0.3,42.0,Ubisoft,5883,Fall
NBA Live 2003,GC,,Sports,Electronic Arts,0.23,0.06,0.3,5.0,EA Canada,5889,Fall
RealSports Boxing,2600,1986.0,Sports,Atari,0.28,0.02,0.29,,,5935,Winter
The Sims 2,PC,2004.0,Simulation,Electronic Arts,0.02,0.24,0.29,676.0,Maxis,5944,Fall
Need for Speed Underground,GBA,2003.0,Racing,Electronic Arts,0.21,0.08,0.29,25.0,Pocketeers,5946,Fall
NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.29,16.0,EA Canada,5970,Fall
Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.29,7.0,Altron,5987,Winter
FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.1,0.29,21.0,Bugbear,5999,Summer
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.23,0.03,0.29,17.0,Marvelous Entertainment,6013,Fall
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.29,43.0,Vicarious Visions,6019,Fall
Madden NFL 08,XB,2007.0,Sports,Electronic Arts,0.22,0.06,0.29,4.0,EA Tiburon,6024,Summer
Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.29,348.0,Kojima Productions,6049,Spring
Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,D3Publisher,0.26,0.0,0.29,5.0,Vicious Cycle,6052,Spring
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.29,173.0,Nippon Ichi Software,6057,Spring
Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,0.14,0.11,0.29,38.0,Ubisoft,6061,Winter
Sonic & All-Stars Racing Transformed,3DS,2012.0,Racing,Sega,0.12,0.14,0.29,,,6072,Fall
NASCAR 08,X360,2007.0,Racing,Electronic Arts,0.26,0.0,0.29,30.0,EA Tiburon,6076,Summer
World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.0,0.23,0.29,1466.0,Wargaming.net,6078,Summer
Assassin's Creed IV: Black Flag,WiiU,2013.0,Action,Ubisoft,0.17,0.09,0.29,207.0,Ubisoft,6082,Fall
Bratz: Super Babyz,DS,2008.0,Action,THQ,0.26,0.0,0.28,,Creat Studios,6085,Winter
Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,Electronic Arts,0.21,0.06,0.28,20.0,"EA Canada, Nihilistic",6115,Fall
The King of Fighters '95,SAT,1995.0,Fighting,SNK Playmore,0.0,0.0,0.28,,,6116,Summer
Final Fantasy VI Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,190.0,TOSE,6118,Spring
All Star Cheer Squad,DS,2008.0,Sports,THQ,0.26,0.0,0.28,,Gorilla Games,6121,Fall
DeathSmiles,X360,2009.0,Shooter,Rising Star Games,0.15,0.06,0.28,47.0,Cave,6124,Fall
Bladestorm: The Hundred Years' War,PS3,2007.0,Action,Tecmo Koei,0.1,0.03,0.28,28.0,Omega Force,6130,Summer
Payday 2,PS4,2015.0,Shooter,505 Games,0.1,0.14,0.28,,,6173,Summer
Alien: Isolation,X360,2014.0,Shooter,Sega,0.15,0.1,0.28,113.0,Creative Assembly,6183,Fall
Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.28,39.0,KCET,6191,Fall
NES Remix,WiiU,2014.0,Action,Nintendo,0.17,0.0,0.28,133.0,Indies Zero,6193,Winter
Soul Nomad & the World Eaters,PS2,2007.0,Role-Playing,Tecmo Koei,0.14,0.11,0.28,,,6195,Winter
Monopoly Streets,X360,2010.0,Misc,Electronic Arts,0.16,0.09,0.28,16.0,Electronic Arts,6199,Winter
Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.02,0.28,62.0,Sega AM2,6216,Summer
SimCity 2000,SAT,1994.0,Simulation,Sega,0.0,0.0,0.28,,,6220,Winter
True Crime: New York City,XB,2005.0,Action,Activision,0.21,0.06,0.28,17.0,Exakt,6230,Fall
FIFA Soccer 07,X360,2006.0,Sports,Electronic Arts,0.24,0.01,0.28,,,6244,Fall
Cabela's Trophy Bucks,PS2,2007.0,Sports,Activision Value,0.13,0.11,0.27,,Sand Grain Studios,6248,Fall
Resident Evil 2: Dual Shock Edition,PS,1998.0,Action,Capcom,0.0,0.0,0.27,,,6259,Winter
Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.27,20.0,Codemasters,6287,Summer
Disgaea 3: Absence of Detention,PSV,,Role-Playing,Nippon Ichi Software,0.11,0.05,0.27,116.0,Nippon Ichi Software,6294,Winter
NHL 2002,XB,2001.0,Sports,Electronic Arts,0.2,0.06,0.27,5.0,EA Sports,6325,Fall
Mass Effect 3,WiiU,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.27,,,6350,Spring
Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.27,38.0,Armature Studio,6351,Fall
Pro Evolution Soccer 2013,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.27,,Konami,6370,Fall
Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.27,32.0,Indies Zero,6378,Winter
Final Doom,PS,1995.0,Shooter,GT Interactive,0.15,0.1,0.27,,,6384,Summer
Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.27,6.0,High Voltage Software,6396,Spring
The Dog Island,PS2,2007.0,Adventure,Ubisoft,0.13,0.1,0.27,6.0,Yuke's,6401,Spring
Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.26,6.0,"LDW, Big Fish Games",6423,Spring
Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,0.26,,,6452,Summer
Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.26,332.0,Access Games,6455,Winter
Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,0.13,0.1,0.26,8.0,Razorworks Studios,6461,Fall
Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,75.0,TOSE,6473,Winter
LEGO Harry Potter: Years 5-7,PSP,,Action,Warner Bros. Interactive Entertainment,0.1,0.1,0.26,,Traveller's Tales,6477,Fall
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.04,0.26,9.0,Omega Force,6480,Spring
Oddworld: Stranger's Wrath,XB,2005.0,Adventure,Electronic Arts,0.19,0.06,0.26,58.0,Oddworld Inhabitants,6533,Winter
Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,0.06,0.04,0.26,120.0,Gust,6536,Summer
Resident Evil: Revelations,X360,2013.0,Action,Capcom,0.12,0.1,0.26,170.0,Capcom,6545,Winter
Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,Ubisoft,0.2,0.03,0.26,41.0,Ubisoft Shanghai,6553,Fall
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.2,0.03,0.26,79.0,Ubisoft Montpellier,6559,Fall
Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.03,0.26,19.0,DC Studios,6561,Fall
Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.26,7.0,Exient Entertainment,6579,Summer
The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.25,2454.0,Bethesda Softworks,6584,Spring
Madden NFL 08,DS,2007.0,Sports,Electronic Arts,0.23,0.0,0.25,,Exient Entertainment,6590,Summer
Sega Rally Revo,PSP,2007.0,Racing,Sega,0.03,0.15,0.25,9.0,Bugbear,6596,Fall
NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.23,0.0,0.25,15.0,EA Games,6603,Summer
NASCAR 09,PS3,2008.0,Racing,Electronic Arts,0.22,0.01,0.25,10.0,EA Games,6605,Summer
Galactic Attack,SAT,1994.0,Shooter,Acclaim Entertainment,0.0,0.0,0.25,,,6607,Winter
WipEout XL,PS,1996.0,Racing,Psygnosis,0.14,0.1,0.25,20.0,Psygnosis,6632,Fall
PlayStation VR Worlds,PS4,2016.0,Misc,Sony Computer Entertainment,0.06,0.14,0.25,73.0,Sony Interactive Entertainment,6639,Fall
Samurai Shodown II,NG,1994.0,Fighting,SNK,0.0,0.0,0.25,,,6664,Fall
Michael Jackson: The Experience,DS,2010.0,Misc,Ubisoft,0.21,0.02,0.25,5.0,Ubisoft,6667,Fall
Beyblade: Metal Fusion,DS,2009.0,Role-Playing,Hudson Soft,0.07,0.03,0.25,,Hudson Soft,6680,Summer
Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,0.04,0.19,0.25,546.0,Ghost Games,6683,Fall
The Sims 2,XB,2005.0,Simulation,Electronic Arts,0.19,0.05,0.25,8.0,Maxis,6688,Fall
The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.08,0.13,0.25,79.0,2K Marin,6691,Summer
Cars: Mater-National Championship,PS2,2007.0,Racing,THQ,0.12,0.09,0.25,,Rainbow Studios,6726,Fall
Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.1,0.01,0.25,47.0,Nippon Ichi Software,6735,Winter
Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix,0.12,0.09,0.25,10.0,Square Enix,6741,Spring
Marvel: Ultimate Alliance 2,PSP,2009.0,Role-Playing,Activision,0.17,0.04,0.25,,Savage Entertainment,6743,Fall
X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision,0.19,0.05,0.25,26.0,Raven Software,6747,Fall
Sid Meier's Civilization VI,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.13,0.25,684.0,Firaxis Games,6754,Fall
Panzer General,PS,1995.0,Strategy,Mindscape,0.14,0.09,0.24,,,6782,Winter
Harvest Moon: Magical Melody,GC,2005.0,Simulation,Ubisoft,0.19,0.05,0.24,44.0,Marvelous,6803,Fall
Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.24,10.0,Capcom,6805,Winter
Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.24,7.0,Namco,6818,Fall
BioShock 2,PC,,Shooter,Take-Two Interactive,0.02,0.19,0.24,1247.0,2K Marin,6819,Winter
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.19,0.05,0.24,8.0,Ubisoft Montpellier,6821,Fall
Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.16,0.06,0.24,46.0,Omega Force,6827,Spring
Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,Marvelous Interactive,0.19,0.05,0.24,60.0,Marvelous,6843,Fall
FIFA 14,3DS,2013.0,Sports,Electronic Arts,0.0,0.22,0.24,,,6872,Fall
Rocket League,XOne,2016.0,Sports,505 Games,0.05,0.17,0.24,194.0,Psyonix,6892,Summer
Danganronpa: Trigger Happy Havoc,PSP,,Misc,Unknown,0.0,0.0,0.24,,,6900,Fall
PGA Tour 96,PS,1995.0,Sports,Electronic Arts,0.13,0.09,0.24,,,6904,Fall
NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.12,0.09,0.24,9.0,EA Tiburon,6936,Summer
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.1,0.11,0.23,31.0,Ubisoft Quebec,6948,Spring
Big Family Games,Wii,2009.0,Misc,THQ,0.0,0.22,0.23,,,6953,Winter
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.23,132.0,Falcom,6975,Fall
Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.23,19.0,Vicarious Visions,6985,Spring
XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.12,0.23,1221.0,Firaxis Games,6996,Winter
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,Ubisoft,0.13,0.09,0.23,,,7003,Fall
Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.23,,Exient Entertainment,7016,Summer
NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.23,14.0,EA Tiburon,7022,Summer
World Series of Poker 2008: Battle for the Bracelets,PS2,2007.0,Misc,Activision,0.11,0.09,0.23,,Left Field Productions,7037,Fall
Hot Wheels: Beat That!,DS,2007.0,Racing,Activision,0.21,0.0,0.23,,Human Soft,7060,Fall
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.23,13.0,Square Enix,7062,Spring
Super R-Type,SNES,1991.0,Shooter,Nintendo,0.0,0.0,0.23,,,7069,Winter
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.23,5.0,Terminal Reality,7075,Fall
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.2,0.01,0.23,13.0,Farsight Studios,7081,Winter
Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,0.15,0.01,0.23,69.0,Nippon Ichi Software,7083,Winter
Toukiden Kiwami,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.23,42.0,"Omega Force, Koei Tecmo Games",7085,Summer
Dark Souls II,XOne,2015.0,Role-Playing,Namco Bandai Games,0.14,0.07,0.23,,,7086,Spring
Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,0.1,0.05,0.23,,,7095,Spring
Spec Ops: The Line,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.23,1237.0,Yager,7105,Summer
Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.03,0.23,215.0,Grasshopper Manufacture,7118,Summer
Darksiders II,PS4,2015.0,Action,Nordic Games,0.09,0.1,0.22,,,7160,Summer
Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0.0,0.0,0.22,,,7179,Spring
Duel Masters: Kaijudo Showdown,GBA,2004.0,Misc,Atari,0.16,0.06,0.22,,Mistic Software,7193,Spring
Muramasa: The Demon Blade,PSV,2013.0,Role-Playing,Marvelous Entertainment,0.1,0.0,0.22,,,7194,Spring
Dinosaur King,DS,2007.0,Strategy,Sega,0.2,0.0,0.22,9.0,Climax Entertainment,7197,Winter
LEGO Harry Potter: Years 5-7,PC,,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.22,44.0,Traveller's Tales,7211,Fall
Capcom vs. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,24.0,Capcom,7231,Summer
Dishonored 2,XOne,2016.0,Action,Bethesda Softworks,0.12,0.08,0.22,156.0,Arkane Studios,7234,Fall
