Name,Steam_App_ID,Position,Release_Date,Release_Season,Platform,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,steam_price_usd,metacritic_score,total_recommendations
S.T.A.L.K.E.R.: Shadow of Chernobyl,4500.0,12744,2007-03-20,Spring,DS,Shooter,Majesco Entertainment,0.05,0.0,0.06,19.0,Shin'en,19.99,82,36767
Tropico 5,245620.0,12753,2014-05-23,Spring,DS,Action,Konami Digital Entertainment,0.03,0.02,0.06,6.0,Powerhead Games,19.99,75,9593
Rocket League,252950.0,12836,2015-07-07,Summer,X360,Action,Tecmo Koei,0.0,0.04,0.06,,,,86,433644
Mirror's Edge,17410.0,12847,2009-01-13,Winter,PC,Role-Playing,THQ,0.01,0.04,0.06,387.0,Iron Lore Entertainment,2.99,81,29383
Gothic 3,39500.0,12860,2006-10-13,Fall,Wii,Puzzle,SouthPeak Games,0.05,0.0,0.05,,,19.99,63,8224
7 Days to Die,251570.0,12865,2024-07-25,Summer,DS,Misc,UFO Interactive,0.05,0.0,0.05,,UFO Interactive,44.99,,249503
Hearts of Iron IV,394360.0,12893,2016-06-06,Summer,GBA,Simulation,"Destination Software, Inc",0.04,0.01,0.05,7.0,Raylight Studios,49.99,83,241515
F1 2015,286570.0,13011,2015-07-09,Summer,SCD,Misc,Sega,0.0,0.0,0.05,,,,61,1280
Mortal Kombat X,307780.0,13049,2015-04-13,Spring,DS,Fighting,Hudson Soft,0.0,0.0,0.05,,,19.99,84,35466
The Bureau: XCOM Declassified,65930.0,13094,,,Wii,Action,Oxygen Interactive,0.05,0.0,0.05,,Gameinvest,19.99,66,4671
Payday 2,218620.0,13223,2013-08-13,Summer,PS2,Racing,Global Star,0.02,0.02,0.05,,Eutechnyx,9.99,79,435036
Far Cry,13520.0,13362,2004-03-23,Spring,Wii,Platform,Crave Entertainment,0.04,0.0,0.05,,Frame Studios Interactive,9.99,89,9299
XCOM 2,268500.0,13415,2016-02-04,Winter,X360,Action,Tecmo Koei,0.03,0.01,0.05,43.0,"Spark Unlimited, comcept",59.99,88,72775
Company of Heroes,228200.0,13432,2006-09-11,Fall,PSP,Adventure,Comfort,0.0,0.0,0.05,,,19.99,93,10921
Resident Evil 6,221040.0,13479,2013-03-22,Spring,DS,Platform,Unknown,0.0,0.04,0.05,,,4.99,69,38461
Mafia,40990.0,13520,2002-08-28,Summer,GC,Platform,Ubisoft,0.03,0.01,0.04,4.0,Ubisoft Montreal,14.99,88,8161
Resident Evil 6,221040.0,13677,2013-03-22,Spring,PSV,Adventure,Kadokawa Games,0.0,0.0,0.04,,,4.99,69,38461
Stellaris,281990.0,13746,2016-05-09,Spring,PSP,Adventure,Idea Factory,0.0,0.0,0.04,,,39.99,78,127587
Terraria,105600.0,13789,2011-05-16,Spring,3DS,Adventure,Happinet,0.0,0.0,0.04,,,9.99,83,1105424
Company of Heroes: Opposing Fronts,9340.0,13791,2007-09-27,Fall,X360,Shooter,Alchemist,0.0,0.0,0.04,,,19.99,87,751
Grand Theft Auto: Vice City,12110.0,13877,2003-05-13,Spring,3DS,Misc,FuRyu,0.0,0.0,0.04,,,,94,23888
APB Reloaded,113400.0,14014,2011-12-06,Winter,GBA,Shooter,Ubisoft,0.03,0.01,0.04,,Red Storm Entertainment,,,354
Saints Row 2,9480.0,14061,2009-01-28,Winter,PS3,Role-Playing,Ubisoft,0.0,0.0,0.04,,,9.99,72,11704
S.T.A.L.K.E.R.: Clear Sky,20510.0,14122,2008-09-15,Fall,XB,Role-Playing,THQ,0.03,0.01,0.04,,,9.99,75,17126
Burnout Paradise: The Ultimate Box,24740.0,14175,2009-02-03,Winter,PSP,Action,Namco Bandai Games,0.0,0.0,0.03,,,,87,8795
Hitman: Blood Money,6860.0,14207,2006-05-30,Spring,DS,Adventure,D3Publisher,0.0,0.0,0.03,,,9.99,82,11540
Prey,480490.0,14294,2017-05-04,Spring,PS3,Adventure,Prototype,0.0,0.0,0.03,,,29.99,,34180
Deus Ex: Mankind Divided,337000.0,14342,2016-08-23,Summer,PSV,Strategy,Namco Bandai Games,0.0,0.0,0.03,,,29.99,83,29332
The Binding of Isaac,113200.0,14380,2011-09-28,Fall,SAT,Role-Playing,Compile,0.0,0.0,0.03,,,4.99,84,46529
DiRT Rally,310560.0,14403,2015-12-07,Winter,PC,Racing,Ubisoft,0.0,0.03,0.03,97.0,RedLynx,,86,20612
Prison Architect,233450.0,14407,2015-10-06,Fall,PC,Adventure,Focus Home Interactive,0.0,0.03,0.03,,,29.99,83,58184
Terraria,105600.0,14574,2011-05-16,Spring,DS,Misc,Hudson Soft,0.0,0.0,0.03,,,9.99,83,1105401
Doom,379720.0,14613,2016-05-12,Spring,XB,Strategy,Capcom,0.02,0.01,0.03,,Atomic Planet Entertainment,19.99,85,137915
Resident Evil 4,2050650.0,14659,2023-03-23,Spring,PS2,Shooter,Namco Bandai Games,0.01,0.01,0.03,,Natsume,19.99,91,111301
World of Tanks,1407200.0,14688,2021-04-28,Spring,PC,Action,Disney Interactive Studios,0.03,0.0,0.03,17.0,Traveller's Tales,,80,471
The Talos Principle,257510.0,14711,2014-12-11,Winter,GBA,Fighting,ESP,0.0,0.0,0.03,,,,,
Braid,26800.0,14717,2009-04-10,Spring,3DS,Action,Rocket Company,0.0,0.0,0.03,,,,,
Magicka,42910.0,14859,2011-01-25,Winter,PC,Misc,Namco Bandai Games,0.0,0.02,0.03,,,,,
Bully: Scholarship Edition,12200.0,14907,2008-10-21,Fall,PS2,Sports,505 Games,0.01,0.01,0.03,,,,,
Star Trek Online,9900.0,15173,2010-02-02,Winter,PSP,Action,Konami Digital Entertainment,0.0,0.0,0.02,,,,,
Left 4 Dead,500.0,15294,2008-11-17,Fall,DS,Platform,Unknown,0.02,0.0,0.02,,Climax Entertainment,,,
Dungeon Defenders,65800.0,15325,2011-10-18,Fall,DS,Misc,Square Enix,0.0,0.0,0.02,,,,,
Sniper Elite V2,63380.0,15380,,,PS2,Adventure,Idea Factory,0.0,0.0,0.02,,,,,
Mount & Blade: Warband,48700.0,15576,2010-03-31,Spring,GBA,Strategy,Titus,0.01,0.01,0.02,,Titus Software,,,
Darksiders,50620.0,15652,2010-09-23,Fall,PC,Strategy,Atari,0.0,0.02,0.02,4.0,Deep Red,,,
Pillars of Eternity,291650.0,15677,2015-03-26,Spring,PS2,Sports,Unknown,0.01,0.01,0.02,,,,,
This War of Mine,282070.0,15793,2014-11-14,Fall,DS,Puzzle,Crave Entertainment,0.02,0.0,0.02,,Crave,,,
Just Cause,6880.0,15873,2006-09-22,Fall,XB,Shooter,Global Star,0.01,0.0,0.02,5.0,Team 17,,,
Quantum Break,474960.0,16028,2016-09-29,Fall,PSP,Misc,Konami Digital Entertainment,0.01,0.0,0.02,6.0,Konami,,,
Just Cause,6880.0,16053,2006-09-22,Fall,PSP,Adventure,Kadokawa Shoten,0.0,0.0,0.02,,,,,
Assetto Corsa,244210.0,16069,2014-12-19,Winter,PS2,Racing,Black Bean Games,0.01,0.01,0.02,,Milestone S.r.l,,,
Grand Theft Auto III,12100.0,16194,2002-05-21,Spring,PS2,Adventure,Idea Factory,0.0,0.0,0.01,,,,,
Sherlock Holmes: The Devil's Daughter,350640.0,16284,2016-06-10,Summer,PSP,Adventure,Kadokawa Games,0.0,0.0,0.01,,,,,
Goat Simulator,265930.0,16397,2014-04-01,Spring,PSP,Adventure,Idea Factory,0.0,0.0,0.01,,,,,
Sherlock Holmes: The Devil's Daughter,350640.0,16504,2016-06-10,Summer,PS4,Adventure,PQube,0.0,0.0,0.01,11.0,Kadokawa,,,
Dungeons 2,262280.0,16531,2015-04-24,Spring,PSP,Adventure,Russel,0.0,0.0,0.01,,,,,
Prison Architect,233450.0,16665,2015-10-06,Fall,PC,Puzzle,PopCap Games,0.01,0.0,0.01,6.0,PopCap,,,
Metal Gear Solid V: Ground Zeroes,311340.0,16697,2014-12-18,Winter,N64,Sports,Infogrames,0.01,0.0,0.01,,,,,
